,St. No,Depth,S.D,W.T,Salinity,Turbidity,DO,pH,TSM,NH4-N,NO2-N,NO3-N,PO4-P,SiO2-Si,TN,TP
11,12,2.65,0.25,29.5,5.58,28.8,6.59,8.4,,1.4210100000000003,0.13056,0.2540400000000001,0.43624,73.074,9.642779999999998,0.70336
12,13,3.75,1.0,28.5,2.15,29.0,5.97,8.37,40.66666666666668,1.10523,0.24480000000000002,12.60084,0.4681600000000001,117.94399999999999,66.78518,0.9451400000000001
13,14,1.0,0.25,28.6,3.63,19.0,6.35,8.2,25.333333333333318,1.73679,0.27743999999999996,9.56832,0.22344,123.32839999999999,47.49962,0.6374200000000001
14,15,2.75,0.0,25.5,0.87,123.0,6.35,8.07,,2.21046,0.23664000000000002,13.801260000000001,0.81928,142.5584,84.64218,0.8242500000000001
15,16,2.5,0.25,30.0,3.49,19.7,7.13,8.45,,1.6315300000000001,0.08567999999999999,5.452560000000001,0.1596,98.20120000000001,29.64262,0.5934600000000001
16,17,2.0,0.0,29.5,2.15,84.9,7.05,8.32,,0.78945,0.11016,5.235780000000001,0.22344,111.53399999999999,33.92829999999999,0.5495
17,18,2.25,0.25,29.0,0.26,65.9,5.97,7.82,67.0,6.9228000000000005,0.19349999999999998,7.3804,0.34784,142.96224999999998,46.66592,0.48668
18,19,3.25,0.0,29.0,1.58,77.0,6.51,8.09,,1.0526000000000002,0.21216000000000002,14.935639999999998,0.12768000000000002,113.5852,69.6423,0.30772
19,20,3.25,0.0,29.5,2.79,31.0,7.28,8.37,50.4,0.7368199999999999,0.11016,7.63394,0.11704,88.45799999999998,40.35682,0.23079000000000002
20,21,3.0,0.0,,1.31,179.0,6.82,8.44,87.2,1.9999400000000005,0.12240000000000001,12.259649999999997,0.19152,89.2272,62.49949999999999,0.4725700000000001
21,22,1.25,0.0,29.5,0.2,180.0,6.42,7.94,127.0,0.5128000000000001,0.38700000000000007,8.931449999999998,0.45654,168.63599999999997,58.3324,0.7300200000000001
22,23,2.0,0.0,29.0,0.21,646.0,6.28,7.29,470.0,1.5384,0.53841,13.588189999999997,0.64133,152.69125,64.58230000000002,1.6293199999999999
23,24,2.0,0.0,29.5,0.19,240.0,6.82,7.59,284.0,0.9230400000000001,0.37812,11.961379999999998,0.7717699999999998,161.6095,61.24902000000001,1.5446799999999998
24,25,2.0,0.0,29.0,0.16,870.0,1.86,7.75,272.0,1.58968,0.5343000000000001,7.5502,0.31523,194.03949999999998,32.08282,1.30134
25,26,1.5,0.0,29.5,0.13,773.0,6.82,7.7,538.0,1.4358399999999998,0.39456,6.243239999999999,0.33697,159.71775,29.99952,1.03684
26,27,1.5,0.0,29.0,0.13,219.0,7.13,7.72,288.0,1.58968,0.39456,11.221589999999997,0.4456699999999999,172.96,69.58221999999999,0.7723400000000001
27,28,1.75,0.0,29.0,0.1,996.0,7.05,7.44,520.0,1.5384,0.40278,9.29862,0.4347999999999999,194.03949999999998,57.082420000000006,0.5924800000000001
28,29,1.5,0.0,29.5,0.19,125.0,6.9,7.59,141.0,1.4358399999999998,0.5425200000000001,16.222179999999998,0.64133,186.4725,103.74834,1.12148
29,30,1.5,0.0,29.5,0.16,205.0,6.89,7.78,212.0,1.23072,0.3699,8.012450000000001,0.33697,192.68824999999998,38.33272000000001,1.2061200000000003
30,31,1.5,0.0,29.5,0.16,114.0,6.97,8.03,88.0,0.9743199999999999,0.26715000000000005,0.7965999999999998,0.46740999999999994,44.05075,13.749780000000001,0.99452
31,32,1.5,0.0,29.5,0.16,45.4,6.97,7.27,53.0,0.41024,0.12741,0.2980900000000001,0.5543699999999999,103.23549999999999,9.583180000000004,1.33308
32,33,2.5,0.0,29.0,0.13,150.0,6.82,7.61,212.0,0.46152000000000004,0.42333000000000004,14.554269999999999,0.7391599999999998,178.90550000000002,92.91518000000002,1.67164
33,34,1.75,0.0,31.5,0.2,332.0,6.2,8.01,243.0,0.46152000000000004,0.258,7.8265,0.46741,170.2575,49.9992,1.058
34,35,1.5,0.0,31.0,1.54,170.0,6.35,8.07,97.9999999999999,0.9230399999999997,0.19349999999999998,8.18885,0.5761099999999999,142.1515,44.99928,1.2061200000000003
35,36,3.5,0.5,31.5,1.66,252.0,6.28,8.12,323.0,1.7435199999999997,0.27949999999999997,7.16675,0.23914000000000002,143.2325,40.83268,0.5924800000000001
